url,label_count,labels
"https://gluecklich-tools.github.io/einfach-geld-ordnen/seiten/start_in_15_minuten.html",2,"Start in 15 Minuten | Zum Schnellstart: 15 Minuten"
"https://gluecklich-tools.github.io/einfach-geld-ordnen/seiten/downloads.html",2,"Downloads | Zu den Downloads"
"https://gluecklich-tools.github.io/einfach-geld-ordnen/pillar/einfach-geld-ordnen.html",2,"Ueberblick | Zum Ueberblick"
